ENS_ID,Endophyte_Name,Endophyte_Type,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,GenBank_ID,Closest_GenBank_ID
ENS00001,Acinetobacter baumannii LCH001,Endophytic Bacteria,470,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,NA,NA
ENS00002,Acinetobacter baumannii strain AIMST 8.Cap.11,Endophytic Bacteria,470,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,HQ670501,NA
ENS00003,Acinetobacter johnsonii B2,Endophytic Bacteria,40214,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,KY077679,NA
ENS00004,Acremonium citrinum SS-g13,Endophytic Fungus,1472694,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,No Rank at Level Family,Acremonium,MK034752,NA
ENS00005,Acremonium pilosum F47,Endophytic Fungus,1472692,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,No Rank at Level Family,Acremonium,MN294707,NA
ENS00006,Acremonium sp. GF3,Endophytic Fungus,1501276,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,No Rank at Level Genus,KJ631372,NA
ENS00007,Acremonium sp. Ld-03,Endophytic Fungus,2046025,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,No Rank at Level Family,Acremonium,MN393594,NA
ENS00008,Acremonium vitellinum,Endophytic Fungus,1036770,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,No Rank at Level Family,Acremonium,MH726097,NA
ENS00009,Acrocalymma vagum Nitaf22,Endophytic Fungus,1589764,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,Acrocalymma,KM095527,NA
ENS00010,Acrostalagmus luteoalbus TK-43,Endophytic Fungus,132138,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Acrostalagmus,MH836621,NA
ENS00011,Actinoallomurus fulvus MK10-036,Endophytic Bacteria,478108,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,NA,AB364582
ENS00012,Aeromicrobium ponti LGMB491,Endophytic Bacteria,460257,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,KY411896,NA
ENS00013,Akanthomyces sp. LN303,Endophytic Fungus,2204300,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Akanthomyces,MT022433,NA
ENS00014,Albifimbria viridis,Endophytic Fungus,1859700,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Albifimbria,MT110686.1,NA
ENS00015,Alkalihalobacillus sp. strain RAR_GA_16,Endophytic Bacteria,2675277,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,OK649239,NA
ENS00016,Allantophomopsis lycopodina KS-97,Endophytic Fungus,334518,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Phacidiales,Phacidiaceae,Allantophomopsis,NA,NA
ENS00017,Allostreptomyces sp. K12-0794,Endophytic Bacteria,1914443,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,No Rank at Level Genus,NA,NA
ENS00018,Alternaria alternata BZGF-1,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,MK078593,NA
ENS00019,Alternaria alternata (Fr.) Keissl. (MUM 16.02),Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00020,Alternaria alternata 13A,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,MK248606,NA
ENS00021,Alternaria alternata DCM-EFS-11,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,MG551266,NA
ENS00022,Alternaria alternata GDZZ-J6,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,MZ410543,NA
ENS00023,Alternaria alternata JS0515,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00024,Alternaria alternata MGTMMP031,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KX198131,NA
ENS00025,Alternaria alternata MT-47,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00026,Alternaria alternata PUCR32,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KX987250,NA
ENS00027,Alternaria alternata Shm-1,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,MF422130.1
ENS00028,Alternaria alternata VS10,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KJ187398,NA
ENS00029,Alternaria alternata Y-4-2,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KY963000.1,NA
ENS00030,Alternaria alternata ZHJG5,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,MT498268,NA
ENS00031,Alternaria alternata ZL,Endophytic Fungus,5599,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,OM331682,NA
ENS00032,Alternaria arborescens,Endophytic Fungus,156630,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00033,Alternaria brassicae AGF041,Endophytic Fungus,29911,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,MK574817.1,NA
ENS00034,Alternaria brassicae GL07,Endophytic Fungus,29911,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,KU204772
ENS00035,Alternaria brassicae JS959,Endophytic Fungus,29911,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00036,Alternaria brassicicola,Endophytic Fungus,29001,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KR779774,NA
ENS00037,Alternaria eureka 1E1BL1,Endophytic Fungus,390885,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00038,Alternaria longipes,Endophytic Fungus,160389,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00039,Alternaria longipes VITN14G,Endophytic Fungus,160389,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KX499521,NA
ENS00040,Alternaria solani,Endophytic Fungus,48100,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,AY154716.1
ENS00041,Alternaria sp.,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00042,Alternaria sp. A744,Endophytic Fungus,1874904,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KF706672,NA
ENS00043,Alternaria sp. A8,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,MG812521,NA
ENS00044,Alternaria sp. AST0039,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KY236016,NA
ENS00045,Alternaria sp. G28,Endophytic Fungus,1795775,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KT825854,NA
ENS00046,Alternaria sp. G7,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,JX847598,NA
ENS00047,Alternaria sp. HJT-Y7,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00048,Alternaria sp. J030,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,OM062590,NA
ENS00049,Alternaria sp. JCM9.2,Endophytic Fungus,578672,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,FJ465171,NA
ENS00050,Alternaria sp. KTDL7,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,MF952617,NA
ENS00051,Alternaria sp. LGMF692,Endophytic Fungus,1544764,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KM510497,NA
ENS00052,Alternaria sp. LV52,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,MK535535.1,NA
ENS00053,Alternaria sp. MG1,Endophytic Fungus,1678846,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,JN102357,NA
ENS00054,Alternaria sp. NF2128,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,MK138621,NA
ENS00055,Alternaria sp. No. R6,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00056,Alternaria sp. PfuH1,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,MK559619,NA
ENS00057,Alternaria sp. Samif01,Endophytic Fungus,1378256,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KC878695,NA
ENS00058,Alternaria sp. SK11,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,EU807936,NA
ENS00059,Alternaria sp. TNXY-P-1,Endophytic Fungus,1715220,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,KP872520.1
ENS00060,Alternaria sp. UFMGCB 55,Endophytic Fungus,455621,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00061,Alternaria sp. ZJ9-6B,Endophytic Fungus,559897,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,HM754629,NA
ENS00062,Alternaria tenuissima,Endophytic Fungus,119927,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00063,Alternaria tenuissima AUMC14342,Endophytic Fungus,119927,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,MT468650,NA
ENS00064,Alternaria tenuissima CH1307,Endophytic Fungus,119927,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KU933254,NA
ENS00065,Alternaria tenuissima H14-1,Endophytic Fungus,119927,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,FJ812353,NA
ENS00066,Alternaria tenuissima JL-7w,Endophytic Fungus,119927,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00067,Alternaria tenuissima SBUp1,Endophytic Fungus,119927,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,NA
ENS00068,Alternaria tenuissima SP-07,Endophytic Fungus,119927,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,KF919124,NA
ENS00069,Alternaria tenuissima TER995,Endophytic Fungus,119927,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,LC170562,NA
ENS00070,Alternaria tenuissima ZM148,Endophytic Fungus,119927,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,OM108509,NA
ENS00071,Alternaria tenuissima ZP28,Endophytic Fungus,119927,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,OM108510,NA
ENS00072,Amesia nigricolor F5,Endophytic Fungus,1934353,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Amesia,MK646014,NA
ENS00073,Amorosia littoralis isolate SCSIO 41026,Endophytic Fungus,394427,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Amorosiaceae,Amorosia,OL826791,NA
ENS00074,Amphirosellinia nigrospora JS-1675,Endophytic Fungus,743113,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Amphirosellinia,MK037394,NA
ENS00075,Annulohypoxylon stygium AT-03,Endophytic Fungus,326628,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,MF062512,NA
ENS00076,Annulohypoxylon truncatum,Endophytic Fungus,327061,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,NA,NA
ENS00077,Anteaglonium sp. FL0768,Endophytic Fungus,2011806,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Anteagloniaceae,Anteaglonium,JQ760428.1,NA
ENS00078,Anthracobia sp.,Endophytic Fungus,2709752,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Anthracobia,NA,NA
ENS00079,Apiospora arundinis TE-3,Endophytic Fungus,335852,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,MK182939,NA
ENS00080,Apiospora marii M-211,Endophytic Fungus,335849,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,LC644660,NA
ENS00081,Apiospora montagnei,Endophytic Fungus,255776,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,NA,NA
ENS00082,Aplosporella javeedii isolate ZGB-B,Endophytic Fungus,1346708,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Aplosporellaceae,Aplosporella,MN720704,NA
ENS00083,Arcopilus aureus #12VVLPM,Endophytic Fungus,79815,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Arcopilus,MF597785,NA
ENS00084,Arcopilus eremanthusum CML3766,Endophytic Fungus,3025218,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Arcopilus,MN539886,NA
ENS00085,Armillaria sp.,Endophytic Fungus,1906949,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,MK079569,NA
ENS00086,Arthrinium sp. MFLUCC16-0042,Endophytic Fungus,1756131,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Arthrinium,NA,NA
ENS00087,Arthrinium sp. MFLUCC16-1053,Endophytic Fungus,1756131,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Arthrinium,KY665715,NA
ENS00088,Arthrobacter pascens TES15A,Endophytic Bacteria,1677,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,MF943244,NA
ENS00089,Arthrographis kalrae,Endophytic Fungus,241728,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Eremomycetales,Eremomycetaceae,Arthrographis,MK967698,NA
ENS00090,Ascochyta medicaginicola strain JIAN518,Endophytic Fungus,107450,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ascochyta,KT906673,NA
ENS00091,Ascomycete sp. Lrub20,Endophytic Fungus,371732,Eukaryota,Fungi,Ascomycota,No Rank at Level Class,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus,DQ381536,NA
ENS00092,Ascomycota sp. CYSK-4,Endophytic Fungus,1709939,Eukaryota,Fungi,Ascomycota,No Rank at Level Class,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus,MG571637,NA
ENS00093,Asordaria conoidea,Endophytic Fungus,303333,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Asordaria,MN394547,NA
ENS00094,Aspergillus aculeatinus strain Tax-6,Endophytic Fungus,487661,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KU378102,NA
ENS00095,Aspergillus aculeatus F027,Endophytic Fungus,5053,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MN088378,NA
ENS00096,Aspergillus alabamensis EN-547,Endophytic Fungus,657433,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MG461687,NA
ENS00097,Aspergillus amstelodami,Endophytic Fungus,5054,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MK215708,NA
ENS00098,Aspergillus amstelodami AUMC (EGY),Endophytic Fungus,5054,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,LC471409,NA
ENS00099,Aspergillus austroafricanus,Endophytic Fungus,1220192,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KP013121,NA
ENS00100,Aspergillus calidoustus strain UFMGCB 4107,Endophytic Fungus,454130,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KJ187305,NA
ENS00101,Aspergillus candidus HS-Y-23,Endophytic Fungus,41067,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00102,Aspergillus cejpii ST9.1,Endophytic Fungus,1884262,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00103,Aspergillus chevalieri KUFA 0006,Endophytic Fungus,182096,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KX431211,NA
ENS00104,Aspergillus clavatonanicus ZJUF0028,Endophytic Fungus,41054,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,DQ355025,NA
ENS00105,Aspergillus clavatus R7,Endophytic Fungus,5057,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KY765893,NA
ENS00106,Aspergillus clavatus Y2H0002,Endophytic Fungus,5057,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KP749943,NA
ENS00107,Aspergillus creber EN-602,Endophytic Fungus,1220201,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MW186501,NA
ENS00108,Aspergillus cristatus 2H1,Endophytic Fungus,573508,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00109,Aspergillus cristatus EN-220,Endophytic Fungus,573508,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,JQ743649,NA
ENS00110,Aspergillus fischeri JS0553,Endophytic Fungus,36630,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00111,Aspergillus flavipes,Endophytic Fungus,41900,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,JF831014.1,NA
ENS00112,Aspergillus flavipes AIL8,Endophytic Fungus,41900,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00113,Aspergillus flavipes strain KIB-536,Endophytic Fungus,41900,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MK720210,NA
ENS00114,Aspergillus flavipes Y-62,Endophytic Fungus,41900,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00115,Aspergillus flavus,Endophytic Fungus,5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KJ473711,NA
ENS00116,Aspergillus flavus cf-5,Endophytic Fungus,5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00117,Aspergillus flavus CL7,Endophytic Fungus,5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MN955851.1.,NA
ENS00118,Aspergillus flavus EFBL2021,Endophytic Fungus,5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MT951414.1,NA
ENS00119,Aspergillus flavus HS-N-06,Endophytic Fungus,5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,KU597196
ENS00120,Aspergillus flavus isolate EFB01,Endophytic Fungus,5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MF377553,NA
ENS00121,Aspergillus flavus isolate HASH7,Endophytic Fungus,5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MZ045563,NA
ENS00122,Aspergillus flavus isolate wf1,Endophytic Fungus,5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Mk969114,NA
ENS00123,Aspergillus flavus L7,Endophytic Fungus,5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,KF738806,NA
ENS00124,Aspergillus flavus QQSG-3,Endophytic Fungus,5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,FJ011545.1
ENS00125,Aspergillus flavus SS2021,Endophytic Fungus,5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MW485934,NA
ENS00126,Aspergillus flavus YRB2,Endophytic Fungus,5059,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,OM350008,NA
ENS00127,Aspergillus flocculosus CBS 112784,Endophytic Fungus,306089,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,FJ491571,NA
ENS00128,Aspergillus fumigatus GOL-1,Endophytic Fungus,746128,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,OL989212,NA
ENS00129,Aspergillus fumigatus isolate HASH4,Endophytic Fungus,746128,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MZ045562,NA
ENS00130,Aspergillus fumigatus LN-4,Endophytic Fungus,746128,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00131,Aspergillus fumigatus SG-17,Endophytic Fungus,746128,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MK450298,NA
ENS00132,Aspergillus fumigatus TXD105,Endophytic Fungus,746128,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,LC171332,NA
ENS00133,Aspergillus fumigatus Y1,Endophytic Fungus,746128,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MZ854147,NA
ENS00134,Aspergillus lentulus,Endophytic Fungus,293939,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,KX903293.1
ENS00135,Aspergillus micronesiensis,Endophytic Fungus,1507543,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00136,Aspergillus nidulans HASH4,Endophytic Fungus,162425,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MZ045561,NA
ENS00137,Aspergillus nidulans MA-143,Endophytic Fungus,162425,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,JQ839285,NA
ENS00138,Aspergillus nidulans var. dentatus LMA 1705,Endophytic Fungus,162425,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,MK108395.1
ENS00139,Aspergillus niger,Endophytic Fungus,5061,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00140,Aspergillus niger 58,Endophytic Fungus,5061,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00141,Aspergillus niger E12,Endophytic Fungus,5061,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MN535797,NA
ENS00142,Aspergillus niger EF2,Endophytic Fungus,5061,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00143,Aspergillus niger EN-13,Endophytic Fungus,5061,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00144,Aspergillus niger Strain SH3,Endophytic Fungus,5061,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00145,Aspergillus oryzae cf-2,Endophytic Fungus,5062,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00146,Aspergillus parasiticus,Endophytic Fungus,5067,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00147,Aspergillus polyporicola R2,Endophytic Fungus,1588045,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,ON557670,NA
ENS00148,Aspergillus pseudonomiae isolate J1,Endophytic Fungus,1506151,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,MW600554,NA
