ENS_ID,Endophyte_Name,Endophyte_Type,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,GenBank_ID,Closest_GenBank_ID
ENS00441,Epicoccum sorghinum FT1062,Endophytic Fungus,749593,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,KY971274,NA
ENS00442,Epicoccum sorghinum L28,Endophytic Fungus,749593,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MZ378789,NA
ENS00443,Exophiala radicis strain P1095,Endophytic Fungus,1816251,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,KT099195,NA
ENS00444,Exophiala radicis strain P1860,Endophytic Fungus,1816251,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,KT099197,NA
ENS00445,Exserohilum rostratum,Endophytic Fungus,1659837,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Exserohilum,NA,EU571210
ENS00446,Exserohilum sp. D3-6A1-1,Endophytic Fungus,1480123,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Exserohilum,KJ156361,NA
ENS00447,Flavobacterium sp. GE 32,Endophytic Bacteria,239,Bacteria,No Rank at Level Kingdom,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,AM177616
ENS00448,Flavodon flavus JB257,Endophytic Fungus,559739,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Flavodon,MN458548,NA
ENS00449,Fusarium avenaceum SF-1502,Endophytic Fungus,40199,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MG520365,NA
ENS00450,Fusarium cf. solani MFLUCC 17-0253,Endophytic Fungus,1715230,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA
ENS00451,Fusarium chlamydosporum,Endophytic Fungus,86545,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,FC201936.1,NA
ENS00452,Fusarium chlamydosporum QJP1,Endophytic Fungus,86545,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KY290716,NA
ENS00453,Fusarium fujikuroi strain WF5,Endophytic Fungus,5127,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KF957640,NA
ENS00454,Fusarium guttiforme,Endophytic Fungus,47756,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KC464629.1,NA
ENS00455,Fusarium lateritium HU0053,Endophytic Fungus,5523,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA
ENS00456,Fusarium napiforme IP-28,Endophytic Fungus,42672,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA
ENS00457,Fusarium oxysporum 5-19,Endophytic Fungus,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KR019682,NA
ENS00458,Fusarium oxysporum CIM3,Endophytic Fungus,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,JQ713567,NA
ENS00459,Fusarium oxysporum NSG-1,Endophytic Fungus,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KX853850.1,NA
ENS00460,Fusarium oxysporum strain NRRL 52663,Endophytic Fungus,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,GU250648,NA
ENS00461,Fusarium oxysporum LMA 1719,Endophytic Fungus,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,MG975622.1
ENS00462,Fusarium proliferatum AF-04,Endophytic Fungus,948311,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MF426031,NA
ENS00463,Fusarium proliferatum MTCC 9690,Endophytic Fungus,948311,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,HM245296,NA
ENS00464,Fusarium redolens AS1,Endophytic Fungus,48865,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MW370267,NA
ENS00465,Fusarium sambucinum TE-6L,Endophytic Fungus,5128,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MK968310,NA
ENS00466,Fusarium solani,Endophytic Fungus,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA
ENS00467,Fusarium solani AS-2,Endophytic Fungus,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KT166446,NA
ENS00468,Fusarium solani CARE-1,Endophytic Fungus,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,KF918581.1
ENS00469,Fusarium solani G6,Endophytic Fungus,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MF800959,NA
ENS00470,Fusarium solani HDN15-410,Endophytic Fungus,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MH383099,NA
ENS00471,Fusarium solani JK10,Endophytic Fungus,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA
ENS00472,Fusarium solani S-019,Endophytic Fungus,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,EF062312,NA
ENS00473,Fusarium solani strain AURE-4,Endophytic Fungus,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KY511422,NA
ENS00474,Fusarium sp.,Endophytic Fungus,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA
ENS00475,Fusarium sp. AHPE-4,Endophytic Fungus,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MG75792,NA
ENS00476,Fusarium sp. AMst1,Endophytic Fungus,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NR120264
ENS00477,Fusarium sp. CR377,Endophytic Fungus,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA
ENS00478,Fusarium sp. F20,Endophytic Fungus,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MH256140,NA
ENS00479,Fusarium sp. HM166,Endophytic Fungus,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MK478900,NA
ENS00480,Fusarium sp. HP-2,Endophytic Fungus,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA
ENS00481,Fusarium sp. LAEE13,Endophytic Fungus,1545754,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,LN607808,NA
ENS00482,Fusarium sp. LN-10,Endophytic Fungus,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA
ENS00483,Fusarium sp. QF001,Endophytic Fungus,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,JQ364977.1
ENS00484,Fusarium sp. UFMGCB 551,Endophytic Fungus,587498,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,GQ325261,NA
ENS00485,Fusarium sp. YG-45,Endophytic Fungus,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA
ENS00486,Fusarium sporotrichioides,Endophytic Fungus,5514,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MT649476.1,NA
ENS00487,Fusarium tricinctum,Endophytic Fungus,61284,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA
ENS00488,Fusarium tricinctum strain ME4,Endophytic Fungus,61284,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MK559443,NA
ENS00489,Fusarium tricinctum SYPF 7082,Endophytic Fungus,61284,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MG930027,NA
ENS00490,Fusarium verticillioides NSH-5,Endophytic Fungus,117187,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KX853851.1,NA
ENS00491,Fusarium sp. KK21FL2,Endophytic Fungus,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,HQ413706,NA
ENS00492,Gaeumannomyces sp. JS0464,Endophytic Fungus,2012267,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,NA,NA
ENS00493,Ganoderma applanatum,Endophytic Fungus,29884,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,NA,NA
ENS00494,Geniculosporium sp.,Endophytic Fungus,1479502,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,No Rank at Level Genus,NA,NA
ENS00495,Geotrichum candidum PF005,Endophytic Fungus,1173061,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,KX938344.1,NA
ENS00496,Geotrichum candidum strain CLIB 918,Endophytic Fungus,1173061,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,HF586414,NA
ENS00497,Gibberella fujikuroi var. moniliformis AH13,Endophytic Fungus,405761,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KF775590,NA
ENS00498,Gliocladium sp. CR 2.3.1,Endophytic Fungus,1955101,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,No Rank at Level Family,Gliocladium,NA,NA
ENS00499,Glomerella cingulata,Endophytic Fungus,474922,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,NA
ENS00500,Guignardia sp. A1,Endophytic Fungus,1715232,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Guignardia,NA,NA
ENS00501,Humicola sp. JS-0112,Endophytic Fungus,1756120,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,MN006389.1,NA
ENS00502,Hyalodendriella sp. Ponipodef12,Endophytic Fungus,1849807,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hamatocanthoscyphaceae,Hyalodendriella,HQ731647,NA
ENS00503,Hypomontagnella monticulosa Zg15SU,Endophytic Fungus,2487000,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypomontagnella,MN718862.1,NA
ENS00504,Hypoxylon anthochroum blaci,Endophytic Fungus,326652,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,KT272400,NA
ENS00505,Hypoxylon anthochroum GS4D2II1a,Endophytic Fungus,326652,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,KM516709,NA
ENS00506,Hypoxylon anthochroum Haeg2,Endophytic Fungus,326652,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,MF663790,NA
ENS00507,Hypoxylon anthochroum Smeg4,Endophytic Fungus,326652,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,MF663791,NA
ENS00508,Hypoxylon investiens BCRC 10F0115,Endophytic Fungus,326663,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,JN979428.1,NA
ENS00509,Hypoxylon sp. C14A,Endophytic Fungus,755336,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,GU797135,NA
ENS00510,Hypoxylon sp. isolate 620,Endophytic Fungus,1896109,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,OL545266,NA
ENS00511,Hypoxylon submoniticulosum,Endophytic Fungus,42308,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,No Rank at Level Genus,KC952873,NA
ENS00512,Ilyonectria robusta strain F312a,Endophytic Fungus,1079257,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,JX045819.1,NA
ENS00513,Induratia alba 9-6,Endophytic Fungus,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,HM034857,NA
ENS00514,Induratia alba E-6,Endophytic Fungus,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,EF183509,NA
ENS00515,Induratia alba strain CZ-620,Endophytic Fungus,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AF324336,NA
ENS00516,Induratia alba strain GP-100,Endophytic Fungus,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY555731,NA
ENS00517,Induratia alba strain GP-115,Endophytic Fungus,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY527047,NA
ENS00518,Induratia alba strain GP-206,Endophytic Fungus,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY527048,NA
ENS00519,Induratia alba strain KN-205,Endophytic Fungus,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY597208,NA
ENS00520,Induratia alba strain KN-26,Endophytic Fungus,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY527044,NA
ENS00521,Induratia alba strain KN-27,Endophytic Fungus,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY527046,NA
ENS00522,Induratia alba strain TP-21,Endophytic Fungus,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY527045,NA
ENS00523,Induratia fengyangensis ZJLQ023,Endophytic Fungus,2735595,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,HM034856,NA
ENS00524,Induratia fengyangensis ZJLQ024,Endophytic Fungus,2735595,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,HM034855,NA
ENS00525,Induratia fengyangensis ZJLQ070,Endophytic Fungus,2735595,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,HM034853,NA
ENS00526,Induratia fengyangensis ZJLQ151,Endophytic Fungus,2735595,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,HM034852,NA
ENS00527,Induratia fengyangensis ZJLQ374,Endophytic Fungus,2735595,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,HM034854,NA
ENS00528,Irpex hydnoides VB4,Endophytic Fungus,199540,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Irpex,HQ271348,NA
ENS00529,Irpex lacteus,Endophytic Fungus,5319,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Irpex,NA,NA
ENS00530,Irpex lacteus OV38,Endophytic Fungus,5319,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Irpex,NA,NA
ENS00531,Khuskia sp. LAEE21,Endophytic Fungus,1545755,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Khuskia,LN607810,NA
ENS00532,Kitasatospora albolonga EA12432,Endophytic Bacteria,68173,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,NA,NA
ENS00533,Kitasatospora aureofaciens CMUAc130,Endophytic Bacteria,1894,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,NA,NA
ENS00534,Kitasatospora sp. strain CPCC204717,Endophytic Bacteria,1871188,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,MT588710,NA
ENS00535,Kodamaea ohmeri DMKU-RE27,Endophytic Fungus,34356,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kodamaea,NA,NA
ENS00536,Kodamaea ohmeri DMKU-RE65,Endophytic Fungus,34356,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kodamaea,NA,NA
ENS00537,Lachnum abnorme,Endophytic Fungus,2340722,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Erioscyphella,AB267638,NA
ENS00538,Lasiodiplodia sp. 318#,Endophytic Fungus,1891967,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,NA,NA
ENS00539,Lasiodiplodia sp. J13-1-6J,Endophytic Fungus,1844907,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,KU672332,NA
ENS00540,Lasiodiplodia theobromae,Endophytic Fungus,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,NA,NA
ENS00541,Lasiodiplodia theobromae GC-22,Endophytic Fungus,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,NA,NA
ENS00542,Lasiodiplodia theobromae Pat,Endophytic Fungus,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,NA,NA
ENS00543,Lasiodiplodia theobromae strain SJF-1,Endophytic Fungus,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,MG938644.1,NA
ENS00544,Lasiodiplodia theobromae strain SKJM1101,Endophytic Fungus,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,KF814723,NA
ENS00545,Lasiodiplodia theobromae ZJ-HQ1,Endophytic Fungus,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,KT240140,NA
ENS00546,Lasiodiplodia venezuelensis,Endophytic Fungus,336255,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,NA,NA
ENS00547,Leptodophora orchidicola ZJLQ336,Endophytic Fungus,1732013,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,No Rank at Level Family,Leptodophora,KX999720,NA
ENS00548,Leptosphaeria sp. XL026,Endophytic Fungus,1755431,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,MK603060,NA
ENS00549,Lophiotrema sp. F6932,Endophytic Fungus,2011698,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiotremataceae,Lophiotrema,OM791904,NA
ENS00550,Luteibacter sp. BSNB-0721,Endophytic Bacteria,1886636,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,MK279522,NA
ENS00551,Lysinibacillus sp.,Endophytic Bacteria,1869345,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,JN160728,NA
ENS00552,Lysinibacillus sp. strain AS_1,Endophytic Bacteria,1869345,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,MZ976846,NA
ENS00553,Lysinibacillus sphaericus L1,Endophytic Bacteria,1421,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,KJ872548,NA
ENS00554,Macrophomina phaseolina R7_BA,Endophytic Fungus,35725,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,KX098325,NA
ENS00555,Mammaliicoccus sciuri strain MrR44,Endophytic Bacteria,1296,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,MH161571,NA
ENS00556,Massarinaceae sp. DAOM 242779,Endophytic Fungus,1470022,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,No Rank at Level Genus,KJ486534,NA
ENS00557,Meyerozyma guilliermondii,Endophytic Fungus,4929,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,EF495244,NA
ENS00558,Meyerozyma guilliermondii HZ-Y2,Endophytic Fungus,4929,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,KP975418,NA
ENS00559,Microbacterium sp. LGMB471,Endophytic Bacteria,51671,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,NA,NA
ENS00560,Microdiplodia sp. BYCDW8,Endophytic Fungus,1932321,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Microdiplodia,NA,EU273518
ENS00561,Microdiplodia sp. strain no. 9907,Endophytic Fungus,1932321,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Microdiplodia,NA,NA
ENS00562,Micromonospora sp. GMKU326,Endophytic Bacteria,718015,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,GU458301.1,NA
ENS00563,Micromonospora sp. NEAU-gq13,Endophytic Bacteria,1274800,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,KC155666,NA
ENS00564,Microsphaeropsis sp. strain No. 7820,Endophytic Fungus,1874263,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,No Rank at Level Family,Microsphaeropsis,NA,NA
ENS00565,Microthyriaceae sp. F2611,Endophytic Fungus,1464018,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Microthyriales,Microthyriaceae,No Rank at Level Genus,KJ469652,NA
ENS00566,Monascus ruber SRZ112,Endophytic Fungus,89489,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Monascus,MT140350.1,NA
ENS00567,Mortierella alpina ITA1-CCMA 952,Endophytic Fungus,64518,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,NA
ENS00568,Mortierella sp. YXL-526,Endophytic Fungus,1715235,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,MZ768910,NA
ENS00569,Mucor fragilis NSY-1,Endophytic Fungus,64491,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,KX060586.1,NA
ENS00570,Mucor irregularis,Endophytic Fungus,713888,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,KP067786,NA
ENS00571,Mucor irregularis QEN-189,Endophytic Fungus,713888,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,HQ891659,NA
ENS00572,Mucor racemosus NSH-D,Endophytic Fungus,4841,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,KX060585.1,NA
ENS00573,Muscodor heveae,Endophytic Fungus,314019,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,No Rank at Level Genus,NA,NA
ENS00574,Muyocopron laterale ECN279,Endophytic Fungus,2575763,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Muyocopronales,Muyocopronaceae,Muyocopron,LC541569,NA
ENS00575,Muyocopron laterale F5912,Endophytic Fungus,2575763,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Muyocopronales,Muyocopronaceae,Muyocopron,OM791928,NA
ENS00576,Mycosphaerella sp. L3A1,Endophytic Fungus,1715237,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,OP143811,NA
ENS00577,Mycosphaerella sp. nov. strain F2140,Endophytic Fungus,1715237,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,EU167598.2,NA
ENS00578,Mycosphaerella sp. UFMGCB 2032,Endophytic Fungus,1428689,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,KF681521,NA
ENS00579,Myrothecium sp. BS-31,Endophytic Fungus,1756106,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,MN960018,NA
ENS00580,Myrothecium strain IFB-E106,Endophytic Fungus,1756106,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,NA,NA
ENS00581,Nectria pseudotrichia PB02,Endophytic Fungus,40607,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,KF611677,NA
ENS00582,Nectria sp. HN001,Endophytic Fungus,1856692,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,KU359411,NA
ENS00583,Nemania sp. UM10M,Endophytic Fungus,1912656,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,MK321315,NA
ENS00584,Neocosmospora rubicola AMb22,Endophytic Fungus,1634935,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,KM231800
ENS00585,Neofusicoccum australe strain ICMP 21498,Endophytic Fungus,240362,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,MT107904,NA
ENS00586,Neofusicoccum australe SYSU-SKS024,Endophytic Fungus,240362,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,MF967208,NA
